"DIA_SEMANA","HORA","TEMPERATURA","LUZ","UMIDADE","QUANT_PESSOAS","classes"
"Segunda","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Segunda","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Segunda","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Segunda","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Segunda","Comercial","Quente","Claro","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Claro","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Claro","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Segunda","Comercial","Quente","Claro","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Segunda","Noite","Quente","Normal","Umido","Vazio","Razoavel"
"Segunda","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Segunda","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Segunda","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Segunda","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Segunda","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Segunda","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Segunda","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Segunda","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Normal","Claro","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Terca","Comercial","Normal","Claro","Normal","Normal","Razoavel"
"Terca","Comercial","Normal","Claro","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Terca","Comercial","Normal","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Terca","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Terca","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Terca","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Terca","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Terca","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Terca","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Terca","Noite","Normal","Normal","Normal","Normal","Agradavel"
"Terca","Noite","Normal","Normal","Normal","Vazio","Agradavel"
"Terca","Noite","Normal","Normal","Normal","Vazio","Agradavel"
"Terca","Noite","Normal","Normal","Normal","Vazio","Agradavel"
"Terca","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Terca","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Vazio","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Vazio","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Vazio","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Claro","Normal","Vazio","Razoavel"
"Quarta","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Quarta","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Comercial","Normal","Normal","Normal","Normal","Razoavel"
"Quarta","Comercial","Normal","Normal","Normal","Normal","Razoavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Desagradavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Desagradavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Desagradavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Desagradavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Desagradavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Desagradavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Desagradavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Desagradavel"
"Quarta","Comercial","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Normal","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quarta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Comercial","Quente","Normal","Normal","Vazio","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Vazio","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Vazio","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Normal","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Claro","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Claro","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Claro","Normal","Vazio","Razoavel"
"Quinta","Comercial","Normal","Claro","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Claro","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Claro","Umido","Vazio","Razoavel"
"Quinta","Comercial","Normal","Claro","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Claro","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Claro","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Claro","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Claro","Umido","Vazio","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Vazio","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Vazio","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Quente","Normal","Umido","Vazio","Razoavel"
"Quinta","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Quente","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Normal","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Comercial","Normal","Normal","Umido","Normal","Razoavel"
"Quinta","Noite","Normal","Normal","Umido","Normal","Agradavel"
"Quinta","Noite","Normal","Normal","Umido","Vazio","Agradavel"
"Quinta","Noite","Normal","Normal","Umido","Vazio","Agradavel"
"Quinta","Noite","Normal","Normal","Umido","Normal","Agradavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Normal","Normal","Normal","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Normal","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Quinta","Noite","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Manha","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Umido","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
"Sexta","Comercial","Quente","Escuro","Normal","Vazio","Razoavel"
